Algorithm,Environment,Reward_mean,Reward_std,Steps,Seed
SAC+BC,train,0.0,0.0,50,1
SAC+BC,test_100,0.125,0.33071891388307384,50,1
SAC+BC,test_0,0.0,0.0,50,1
SAC+BC,train,0.0,0.0,100,1
SAC+BC,test_100,0.1,0.30000000000000004,100,1
SAC+BC,test_0,0.0,0.0,100,1
SAC+BC,train,0.0,0.0,150,1
SAC+BC,test_100,0.125,0.33071891388307384,150,1
SAC+BC,test_0,0.0,0.0,150,1
SAC+BC,train,0.0,0.0,200,1
SAC+BC,test_100,0.0,0.0,200,1
SAC+BC,test_0,0.0,0.0,200,1
