Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,optimal,40,test_0,0.2,0.4000000000000001,17000,21
BC,optimal,40,train,1.0,0.0,18000,21
BC,optimal,40,test_100,0.3,0.4582575694955839,18000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,18000,21
BC,optimal,40,train,1.0,0.0,19000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,19000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,19000,21
BC,optimal,40,train,1.0,0.0,20000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,20000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,20000,21
BC,optimal,40,train,1.0,0.0,21000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,21000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,21000,21
BC,optimal,40,train,1.0,0.0,22000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,22000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,22000,21
BC,optimal,40,train,1.0,0.0,23000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,23000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,23000,21
BC,optimal,40,train,1.0,0.0,24000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,24000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,24000,21
BC,optimal,40,train,1.0,0.0,25000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,25000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,25000,21
BC,optimal,40,train,1.0,0.0,26000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,26000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,26000,21
BC,optimal,40,train,1.0,0.0,27000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,27000,21
BC,optimal,40,test_0,0.2,0.4000000000000001,27000,21
BC,optimal,40,train,1.0,0.0,28000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,28000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,28000,21
BC,optimal,40,train,1.0,0.0,29000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,29000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,29000,21
BC,optimal,40,train,1.0,0.0,30000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,30000,21
BC,optimal,40,test_0,0.25,0.4330127018922193,30000,21
BC,optimal,40,train,1.0,0.0,31000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,31000,21
BC,optimal,40,test_0,0.25,0.4330127018922193,31000,21
BC,optimal,40,train,1.0,0.0,32000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,32000,21
BC,optimal,40,test_0,0.25,0.4330127018922193,32000,21
BC,optimal,40,train,1.0,0.0,33000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,33000,21
BC,optimal,40,test_0,0.25,0.4330127018922193,33000,21
BC,optimal,40,train,1.0,0.0,34000,21
BC,optimal,40,test_100,0.25,0.4330127018922193,34000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,34000,21
BC,optimal,40,train,1.0,0.0,35000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,35000,21
BC,optimal,40,test_0,0.25,0.4330127018922193,35000,21
BC,optimal,40,train,1.0,0.0,36000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,36000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,36000,21
BC,optimal,40,train,1.0,0.0,37000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,37000,21
BC,optimal,40,test_0,0.25,0.4330127018922193,37000,21
BC,optimal,40,train,1.0,0.0,38000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,38000,21
BC,optimal,40,test_0,0.25,0.4330127018922193,38000,21
BC,optimal,40,train,1.0,0.0,39000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,39000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,39000,21
BC,optimal,40,train,1.0,0.0,40000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,40000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,40000,21
BC,optimal,40,train,1.0,0.0,41000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,41000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,41000,21
BC,optimal,40,train,1.0,0.0,42000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,42000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,42000,21
BC,optimal,40,train,1.0,0.0,43000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,43000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,43000,21
BC,optimal,40,train,1.0,0.0,44000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,44000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,44000,21
BC,optimal,40,train,1.0,0.0,45000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,45000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,45000,21
BC,optimal,40,train,1.0,0.0,46000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,46000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,46000,21
BC,optimal,40,train,1.0,0.0,47000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,47000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,47000,21
BC,optimal,40,train,1.0,0.0,48000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,48000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,48000,21
BC,optimal,40,train,1.0,0.0,49000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,49000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,49000,21
BC,optimal,40,train,1.0,0.0,50000,21
BC,optimal,40,test_100,0.275,0.4465142774872938,50000,21
BC,optimal,40,test_0,0.225,0.4175823272122517,50000,21
