Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,mixed,80,train,0.0,0.0,0,23
BC,mixed,80,test_100,0.0,0.0,0,23
BC,mixed,80,test_0,0.0,0.0,0,23
BC,mixed,80,train,0.65,0.4769696007084729,1000,23
BC,mixed,80,test_100,0.3,0.4582575694955839,1000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,1000,23
BC,mixed,80,train,0.675,0.4683748498798798,2000,23
BC,mixed,80,test_100,0.275,0.4465142774872938,2000,23
BC,mixed,80,test_0,0.175,0.3799671038392666,2000,23
BC,mixed,80,train,0.725,0.4465142774872938,3000,23
BC,mixed,80,test_100,0.225,0.4175823272122516,3000,23
BC,mixed,80,test_0,0.2,0.4,3000,23
BC,mixed,80,train,0.65,0.4769696007084728,4000,23
BC,mixed,80,test_100,0.35,0.4769696007084728,4000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,4000,23
BC,mixed,80,train,0.7,0.458257569495584,5000,23
BC,mixed,80,test_100,0.3,0.4582575694955839,5000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,5000,23
BC,mixed,80,train,0.625,0.4841229182759271,6000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,6000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,6000,23
BC,mixed,80,train,0.625,0.4841229182759271,7000,23
BC,mixed,80,test_100,0.35,0.4769696007084729,7000,23
BC,mixed,80,test_0,0.225,0.4175823272122516,7000,23
BC,mixed,80,train,0.65,0.4769696007084728,8000,23
BC,mixed,80,test_100,0.275,0.4465142774872938,8000,23
BC,mixed,80,test_0,0.225,0.4175823272122516,8000,23
BC,mixed,80,train,0.775,0.4175823272122516,9000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,9000,23
BC,mixed,80,test_0,0.15,0.3570714214271425,9000,23
BC,mixed,80,train,0.675,0.4683748498798798,10000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,10000,23
BC,mixed,80,test_0,0.2,0.4,10000,23
BC,mixed,80,train,0.75,0.4330127018922193,11000,23
BC,mixed,80,test_100,0.3,0.4582575694955839,11000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,11000,23
BC,mixed,80,train,0.725,0.4465142774872938,12000,23
BC,mixed,80,test_100,0.35,0.4769696007084729,12000,23
BC,mixed,80,test_0,0.2,0.4000000000000001,12000,23
BC,mixed,80,train,0.7,0.458257569495584,13000,23
BC,mixed,80,test_100,0.35,0.4769696007084729,13000,23
BC,mixed,80,test_0,0.175,0.3799671038392666,13000,23
BC,mixed,80,train,0.7,0.458257569495584,14000,23
BC,mixed,80,test_100,0.275,0.4465142774872938,14000,23
BC,mixed,80,test_0,0.2,0.4000000000000001,14000,23
BC,mixed,80,train,0.675,0.4683748498798798,15000,23
BC,mixed,80,test_100,0.3,0.4582575694955839,15000,23
BC,mixed,80,test_0,0.2,0.4000000000000001,15000,23
BC,mixed,80,train,0.7,0.458257569495584,16000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,16000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,16000,23
BC,mixed,80,train,0.6,0.4898979485566356,17000,23
BC,mixed,80,test_100,0.35,0.4769696007084729,17000,23
BC,mixed,80,test_0,0.3,0.458257569495584,17000,23
BC,mixed,80,train,0.75,0.4330127018922193,18000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,18000,23
BC,mixed,80,test_0,0.3,0.4582575694955839,18000,23
BC,mixed,80,train,0.7,0.458257569495584,19000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,19000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,19000,23
BC,mixed,80,train,0.75,0.4330127018922193,20000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,20000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,20000,23
BC,mixed,80,train,0.675,0.4683748498798798,21000,23
BC,mixed,80,test_100,0.3,0.4582575694955839,21000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,21000,23
BC,mixed,80,train,0.6,0.4898979485566356,22000,23
BC,mixed,80,test_100,0.35,0.4769696007084728,22000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,22000,23
BC,mixed,80,train,0.675,0.4683748498798798,23000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,23000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,23000,23
BC,mixed,80,train,0.725,0.4465142774872938,24000,23
BC,mixed,80,test_100,0.425,0.4943429983321297,24000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,24000,23
BC,mixed,80,train,0.675,0.4683748498798798,25000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,25000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,25000,23
BC,mixed,80,train,0.725,0.4465142774872938,26000,23
BC,mixed,80,test_100,0.4,0.4898979485566356,26000,23
BC,mixed,80,test_0,0.3,0.4582575694955839,26000,23
BC,mixed,80,train,0.7,0.458257569495584,27000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,27000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,27000,23
BC,mixed,80,train,0.575,0.4943429983321297,28000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,28000,23
BC,mixed,80,test_0,0.2,0.4000000000000001,28000,23
BC,mixed,80,train,0.725,0.4465142774872938,29000,23
BC,mixed,80,test_100,0.425,0.4943429983321297,29000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,29000,23
BC,mixed,80,train,0.7,0.458257569495584,30000,23
BC,mixed,80,test_100,0.35,0.4769696007084729,30000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,30000,23
BC,mixed,80,train,0.675,0.4683748498798798,31000,23
BC,mixed,80,test_100,0.35,0.4769696007084728,31000,23
BC,mixed,80,test_0,0.225,0.4175823272122516,31000,23
BC,mixed,80,train,0.775,0.4175823272122516,32000,23
BC,mixed,80,test_100,0.35,0.4769696007084729,32000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,32000,23
BC,mixed,80,train,0.625,0.4841229182759271,33000,23
BC,mixed,80,test_100,0.3,0.4582575694955839,33000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,33000,23
BC,mixed,80,train,0.8,0.4,34000,23
BC,mixed,80,test_100,0.4,0.4898979485566356,34000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,34000,23
BC,mixed,80,train,0.7,0.458257569495584,35000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,35000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,35000,23
BC,mixed,80,train,0.75,0.4330127018922193,36000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,36000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,36000,23
BC,mixed,80,train,0.725,0.4465142774872938,37000,23
BC,mixed,80,test_100,0.4,0.4898979485566356,37000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,37000,23
BC,mixed,80,train,0.65,0.4769696007084728,38000,23
BC,mixed,80,test_100,0.35,0.4769696007084729,38000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,38000,23
BC,mixed,80,train,0.625,0.4841229182759271,39000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,39000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,39000,23
BC,mixed,80,train,0.6,0.4898979485566356,40000,23
BC,mixed,80,test_100,0.325,0.4683748498798799,40000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,40000,23
BC,mixed,80,train,0.8,0.4,41000,23
BC,mixed,80,test_100,0.45,0.49749371855331,41000,23
BC,mixed,80,test_0,0.275,0.4465142774872938,41000,23
BC,mixed,80,train,0.65,0.4769696007084728,42000,23
BC,mixed,80,test_100,0.35,0.4769696007084728,42000,23
BC,mixed,80,test_0,0.225,0.4175823272122516,42000,23
BC,mixed,80,train,0.75,0.4330127018922193,43000,23
BC,mixed,80,test_100,0.375,0.4841229182759271,43000,23
BC,mixed,80,test_0,0.25,0.4330127018922193,43000,23
BC,mixed,80,train,0.775,0.4175823272122516,44000,23
BC,mixed,80,test_100,0.4,0.4898979485566356,44000,23
