Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,optimal,40,train,0.0,0.0,0,20
BC,optimal,40,test_100,0.0,0.0,0,20
BC,optimal,40,test_0,0.0,0.0,0,20
BC,optimal,40,train,1.0,0.0,1000,20
BC,optimal,40,test_100,0.275,0.4465142774872938,1000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,1000,20
BC,optimal,40,train,1.0,0.0,2000,20
BC,optimal,40,test_100,0.275,0.4465142774872938,2000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,2000,20
BC,optimal,40,train,1.0,0.0,3000,20
BC,optimal,40,test_100,0.3,0.458257569495584,3000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,3000,20
BC,optimal,40,train,1.0,0.0,4000,20
BC,optimal,40,test_100,0.3,0.458257569495584,4000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,4000,20
BC,optimal,40,train,1.0,0.0,5000,20
BC,optimal,40,test_100,0.25,0.4330127018922193,5000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,5000,20
BC,optimal,40,train,1.0,0.0,6000,20
BC,optimal,40,test_100,0.25,0.4330127018922193,6000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,6000,20
BC,optimal,40,train,1.0,0.0,7000,20
BC,optimal,40,test_100,0.25,0.4330127018922193,7000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,7000,20
BC,optimal,40,train,1.0,0.0,8000,20
BC,optimal,40,test_100,0.3,0.4582575694955839,8000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,8000,20
BC,optimal,40,train,1.0,0.0,9000,20
BC,optimal,40,test_100,0.325,0.4683748498798799,9000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,9000,20
BC,optimal,40,train,1.0,0.0,10000,20
BC,optimal,40,test_100,0.3,0.4582575694955839,10000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,10000,20
BC,optimal,40,train,1.0,0.0,11000,20
BC,optimal,40,test_100,0.3,0.4582575694955839,11000,20
BC,optimal,40,test_0,0.2,0.4000000000000001,11000,20
BC,optimal,40,train,1.0,0.0,12000,20
BC,optimal,40,test_100,0.3,0.4582575694955839,12000,20
BC,optimal,40,test_0,0.175,0.3799671038392666,12000,20
BC,optimal,40,train,1.0,0.0,13000,20
BC,optimal,40,test_100,0.3,0.4582575694955839,13000,20
BC,optimal,40,test_0,0.175,0.3799671038392666,13000,20
BC,optimal,40,train,1.0,0.0,14000,20
BC,optimal,40,test_100,0.35,0.4769696007084729,14000,20
BC,optimal,40,test_0,0.175,0.3799671038392666,14000,20
BC,optimal,40,train,1.0,0.0,15000,20
BC,optimal,40,test_100,0.35,0.4769696007084729,15000,20
BC,optimal,40,test_0,0.175,0.3799671038392666,15000,20
BC,optimal,40,train,1.0,0.0,16000,20
BC,optimal,40,test_100,0.35,0.4769696007084729,16000,20
BC,optimal,40,test_0,0.175,0.3799671038392666,16000,20
BC,optimal,40,train,1.0,0.0,17000,20
BC,optimal,40,test_100,0.35,0.4769696007084729,17000,20
BC,optimal,40,test_0,0.175,0.3799671038392666,17000,20
BC,optimal,40,train,1.0,0.0,18000,20
BC,optimal,40,test_100,0.325,0.4683748498798799,18000,20
