Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,optimal,40,train,1.0,0.0,19000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,19000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,19000,22
BC,optimal,40,train,1.0,0.0,20000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,20000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,20000,22
BC,optimal,40,train,1.0,0.0,21000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,21000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,21000,22
BC,optimal,40,train,1.0,0.0,22000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,22000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,22000,22
BC,optimal,40,train,1.0,0.0,23000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,23000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,23000,22
BC,optimal,40,train,1.0,0.0,24000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,24000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,24000,22
BC,optimal,40,train,1.0,0.0,25000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,25000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,25000,22
BC,optimal,40,train,1.0,0.0,26000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,26000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,26000,22
BC,optimal,40,train,1.0,0.0,27000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,27000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,27000,22
BC,optimal,40,train,1.0,0.0,28000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,28000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,28000,22
BC,optimal,40,train,1.0,0.0,29000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,29000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,29000,22
BC,optimal,40,train,1.0,0.0,30000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,30000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,30000,22
BC,optimal,40,train,1.0,0.0,31000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,31000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,31000,22
BC,optimal,40,train,1.0,0.0,32000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,32000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,32000,22
BC,optimal,40,train,1.0,0.0,33000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,33000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,33000,22
BC,optimal,40,train,1.0,0.0,34000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,34000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,34000,22
BC,optimal,40,train,1.0,0.0,35000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,35000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,35000,22
BC,optimal,40,train,1.0,0.0,36000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,36000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,36000,22
BC,optimal,40,train,1.0,0.0,37000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,37000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,37000,22
BC,optimal,40,train,1.0,0.0,38000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,38000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,38000,22
BC,optimal,40,train,1.0,0.0,39000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,39000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,39000,22
BC,optimal,40,train,1.0,0.0,40000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,40000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,40000,22
BC,optimal,40,train,1.0,0.0,41000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,41000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,41000,22
BC,optimal,40,train,1.0,0.0,42000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,42000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,42000,22
BC,optimal,40,train,1.0,0.0,43000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,43000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,43000,22
BC,optimal,40,train,1.0,0.0,44000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,44000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,44000,22
BC,optimal,40,train,1.0,0.0,45000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,45000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,45000,22
BC,optimal,40,train,1.0,0.0,46000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,46000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,46000,22
BC,optimal,40,train,1.0,0.0,47000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,47000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,47000,22
BC,optimal,40,train,1.0,0.0,48000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,48000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,48000,22
BC,optimal,40,train,1.0,0.0,49000,22
BC,optimal,40,test_100,0.225,0.4175823272122517,49000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,49000,22
BC,optimal,40,train,1.0,0.0,50000,22
BC,optimal,40,test_100,0.225,0.4175823272122517,50000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,50000,22
