Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,optimal,40,train,0.0,0.0,0,22
BC,optimal,40,test_100,0.0,0.0,0,22
BC,optimal,40,test_0,0.0,0.0,0,22
BC,optimal,40,train,1.0,0.0,1000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,1000,22
BC,optimal,40,test_0,0.2,0.4000000000000001,1000,22
BC,optimal,40,train,1.0,0.0,2000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,2000,22
BC,optimal,40,test_0,0.275,0.4465142774872938,2000,22
BC,optimal,40,train,1.0,0.0,3000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,3000,22
BC,optimal,40,test_0,0.275,0.4465142774872938,3000,22
BC,optimal,40,train,1.0,0.0,4000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,4000,22
BC,optimal,40,test_0,0.25,0.4330127018922193,4000,22
BC,optimal,40,train,1.0,0.0,5000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,5000,22
BC,optimal,40,test_0,0.25,0.4330127018922193,5000,22
BC,optimal,40,train,1.0,0.0,6000,22
BC,optimal,40,test_100,0.275,0.4465142774872938,6000,22
BC,optimal,40,test_0,0.25,0.4330127018922193,6000,22
BC,optimal,40,train,1.0,0.0,7000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,7000,22
BC,optimal,40,test_0,0.25,0.4330127018922193,7000,22
BC,optimal,40,train,1.0,0.0,8000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,8000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,8000,22
BC,optimal,40,train,1.0,0.0,9000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,9000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,9000,22
BC,optimal,40,train,1.0,0.0,10000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,10000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,10000,22
BC,optimal,40,train,1.0,0.0,11000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,11000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,11000,22
BC,optimal,40,train,1.0,0.0,12000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,12000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,12000,22
BC,optimal,40,train,1.0,0.0,13000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,13000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,13000,22
BC,optimal,40,train,1.0,0.0,14000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,14000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,14000,22
BC,optimal,40,train,1.0,0.0,15000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,15000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,15000,22
BC,optimal,40,train,1.0,0.0,16000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,16000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,16000,22
BC,optimal,40,train,1.0,0.0,17000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,17000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,17000,22
BC,optimal,40,train,1.0,0.0,18000,22
BC,optimal,40,test_100,0.25,0.4330127018922193,18000,22
BC,optimal,40,test_0,0.225,0.4175823272122516,18000,22
