Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,suboptimal,80,test_100,0.175,0.3799671038392666,37000,22
BC,suboptimal,80,test_0,0.1,0.3,37000,22
BC,suboptimal,80,train,0.4,0.4898979485566356,38000,22
BC,suboptimal,80,test_100,0.225,0.4175823272122517,38000,22
BC,suboptimal,80,test_0,0.15,0.3570714214271425,38000,22
BC,suboptimal,80,train,0.35,0.4769696007084729,39000,22
BC,suboptimal,80,test_100,0.225,0.4175823272122516,39000,22
BC,suboptimal,80,test_0,0.15,0.3570714214271425,39000,22
BC,suboptimal,80,train,0.375,0.4841229182759271,40000,22
BC,suboptimal,80,test_100,0.175,0.3799671038392666,40000,22
BC,suboptimal,80,test_0,0.15,0.3570714214271425,40000,22
BC,suboptimal,80,train,0.375,0.4841229182759271,41000,22
BC,suboptimal,80,test_100,0.15,0.3570714214271425,41000,22
BC,suboptimal,80,test_0,0.15,0.3570714214271425,41000,22
BC,suboptimal,80,train,0.4,0.4898979485566356,42000,22
BC,suboptimal,80,test_100,0.175,0.3799671038392666,42000,22
BC,suboptimal,80,test_0,0.175,0.3799671038392666,42000,22
BC,suboptimal,80,train,0.375,0.4841229182759271,43000,22
BC,suboptimal,80,test_100,0.2,0.4,43000,22
BC,suboptimal,80,test_0,0.125,0.3307189138830738,43000,22
BC,suboptimal,80,train,0.375,0.4841229182759271,44000,22
BC,suboptimal,80,test_100,0.225,0.4175823272122516,44000,22
BC,suboptimal,80,test_0,0.15,0.3570714214271425,44000,22
BC,suboptimal,80,train,0.375,0.4841229182759271,45000,22
BC,suboptimal,80,test_100,0.225,0.4175823272122516,45000,22
BC,suboptimal,80,test_0,0.125,0.3307189138830738,45000,22
BC,suboptimal,80,train,0.325,0.4683748498798799,46000,22
BC,suboptimal,80,test_100,0.15,0.3570714214271425,46000,22
BC,suboptimal,80,test_0,0.15,0.3570714214271425,46000,22
BC,suboptimal,80,train,0.4,0.4898979485566356,47000,22
BC,suboptimal,80,test_100,0.15,0.3570714214271425,47000,22
BC,suboptimal,80,test_0,0.125,0.3307189138830738,47000,22
BC,suboptimal,80,train,0.35,0.4769696007084728,48000,22
BC,suboptimal,80,test_100,0.175,0.3799671038392666,48000,22
BC,suboptimal,80,test_0,0.125,0.3307189138830738,48000,22
BC,suboptimal,80,train,0.375,0.4841229182759271,49000,22
BC,suboptimal,80,test_100,0.175,0.3799671038392666,49000,22
BC,suboptimal,80,test_0,0.175,0.3799671038392666,49000,22
BC,suboptimal,80,train,0.325,0.4683748498798799,50000,22
BC,suboptimal,80,test_100,0.175,0.3799671038392666,50000,22
BC,suboptimal,80,test_0,0.15,0.3570714214271425,50000,22
