Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,optimal,40,test_100,0.3,0.4582575694955839,17000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,17000,24
BC,optimal,40,train,1.0,0.0,18000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,18000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,18000,24
BC,optimal,40,train,1.0,0.0,19000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,19000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,19000,24
BC,optimal,40,train,1.0,0.0,20000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,20000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,20000,24
BC,optimal,40,train,1.0,0.0,21000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,21000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,21000,24
BC,optimal,40,train,1.0,0.0,22000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,22000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,22000,24
BC,optimal,40,train,1.0,0.0,23000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,23000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,23000,24
BC,optimal,40,train,1.0,0.0,24000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,24000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,24000,24
BC,optimal,40,train,1.0,0.0,25000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,25000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,25000,24
BC,optimal,40,train,1.0,0.0,26000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,26000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,26000,24
BC,optimal,40,train,1.0,0.0,27000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,27000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,27000,24
BC,optimal,40,train,1.0,0.0,28000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,28000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,28000,24
BC,optimal,40,train,1.0,0.0,29000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,29000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,29000,24
BC,optimal,40,train,1.0,0.0,30000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,30000,24
BC,optimal,40,test_0,0.2,0.4,30000,24
BC,optimal,40,train,1.0,0.0,31000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,31000,24
BC,optimal,40,test_0,0.2,0.4,31000,24
BC,optimal,40,train,1.0,0.0,32000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,32000,24
BC,optimal,40,test_0,0.2,0.4,32000,24
BC,optimal,40,train,1.0,0.0,33000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,33000,24
BC,optimal,40,test_0,0.2,0.4,33000,24
BC,optimal,40,train,1.0,0.0,34000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,34000,24
BC,optimal,40,test_0,0.2,0.4,34000,24
BC,optimal,40,train,1.0,0.0,35000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,35000,24
BC,optimal,40,test_0,0.2,0.4,35000,24
BC,optimal,40,train,1.0,0.0,36000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,36000,24
BC,optimal,40,test_0,0.2,0.4,36000,24
BC,optimal,40,train,1.0,0.0,37000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,37000,24
BC,optimal,40,test_0,0.175,0.3799671038392666,37000,24
BC,optimal,40,train,1.0,0.0,38000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,38000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,38000,24
BC,optimal,40,train,1.0,0.0,39000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,39000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,39000,24
BC,optimal,40,train,1.0,0.0,40000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,40000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,40000,24
BC,optimal,40,train,1.0,0.0,41000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,41000,24
BC,optimal,40,test_0,0.2,0.4,41000,24
BC,optimal,40,train,1.0,0.0,42000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,42000,24
BC,optimal,40,test_0,0.225,0.4175823272122516,42000,24
BC,optimal,40,train,1.0,0.0,43000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,43000,24
BC,optimal,40,test_0,0.2,0.4,43000,24
BC,optimal,40,train,1.0,0.0,44000,24
BC,optimal,40,test_100,0.325,0.4683748498798799,44000,24
BC,optimal,40,test_0,0.175,0.3799671038392666,44000,24
BC,optimal,40,train,1.0,0.0,45000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,45000,24
BC,optimal,40,test_0,0.175,0.3799671038392666,45000,24
BC,optimal,40,train,1.0,0.0,46000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,46000,24
BC,optimal,40,test_0,0.175,0.3799671038392666,46000,24
BC,optimal,40,train,1.0,0.0,47000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,47000,24
BC,optimal,40,test_0,0.175,0.3799671038392666,47000,24
BC,optimal,40,train,1.0,0.0,48000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,48000,24
BC,optimal,40,test_0,0.2,0.4,48000,24
BC,optimal,40,train,1.0,0.0,49000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,49000,24
BC,optimal,40,test_0,0.175,0.3799671038392666,49000,24
BC,optimal,40,train,1.0,0.0,50000,24
BC,optimal,40,test_100,0.3,0.4582575694955839,50000,24
BC,optimal,40,test_0,0.175,0.3799671038392666,50000,24
