Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,suboptimal,80,test_0,0.125,0.3307189138830738,25000,23
BC,suboptimal,80,train,0.425,0.4943429983321297,26000,23
BC,suboptimal,80,test_100,0.125,0.3307189138830738,26000,23
BC,suboptimal,80,test_0,0.15,0.3570714214271425,26000,23
BC,suboptimal,80,train,0.35,0.4769696007084728,27000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,27000,23
BC,suboptimal,80,test_0,0.15,0.3570714214271425,27000,23
BC,suboptimal,80,train,0.35,0.4769696007084728,28000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,28000,23
BC,suboptimal,80,test_0,0.15,0.3570714214271425,28000,23
BC,suboptimal,80,train,0.35,0.4769696007084728,29000,23
BC,suboptimal,80,test_100,0.2,0.4,29000,23
BC,suboptimal,80,test_0,0.175,0.3799671038392666,29000,23
BC,suboptimal,80,train,0.375,0.4841229182759271,30000,23
BC,suboptimal,80,test_100,0.15,0.3570714214271425,30000,23
BC,suboptimal,80,test_0,0.1,0.3,30000,23
BC,suboptimal,80,train,0.375,0.4841229182759271,31000,23
BC,suboptimal,80,test_100,0.225,0.4175823272122516,31000,23
BC,suboptimal,80,test_0,0.125,0.3307189138830738,31000,23
BC,suboptimal,80,train,0.425,0.4943429983321297,32000,23
BC,suboptimal,80,test_100,0.25,0.4330127018922193,32000,23
BC,suboptimal,80,test_0,0.15,0.3570714214271425,32000,23
BC,suboptimal,80,train,0.325,0.4683748498798799,33000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,33000,23
BC,suboptimal,80,test_0,0.1,0.3,33000,23
BC,suboptimal,80,train,0.425,0.4943429983321297,34000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,34000,23
BC,suboptimal,80,test_0,0.1,0.3,34000,23
BC,suboptimal,80,train,0.4,0.4898979485566356,35000,23
BC,suboptimal,80,test_100,0.125,0.3307189138830738,35000,23
BC,suboptimal,80,test_0,0.125,0.3307189138830738,35000,23
BC,suboptimal,80,train,0.3,0.458257569495584,36000,23
BC,suboptimal,80,test_100,0.25,0.4330127018922193,36000,23
BC,suboptimal,80,test_0,0.175,0.3799671038392666,36000,23
BC,suboptimal,80,train,0.325,0.4683748498798799,37000,23
BC,suboptimal,80,test_100,0.2,0.4000000000000001,37000,23
BC,suboptimal,80,test_0,0.075,0.2633913438213184,37000,23
BC,suboptimal,80,train,0.3,0.4582575694955839,38000,23
BC,suboptimal,80,test_100,0.2,0.4000000000000001,38000,23
BC,suboptimal,80,test_0,0.1,0.3,38000,23
BC,suboptimal,80,train,0.45,0.49749371855331,39000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,39000,23
BC,suboptimal,80,test_0,0.175,0.3799671038392666,39000,23
BC,suboptimal,80,train,0.3,0.4582575694955839,40000,23
BC,suboptimal,80,test_100,0.2,0.4,40000,23
BC,suboptimal,80,test_0,0.125,0.3307189138830738,40000,23
BC,suboptimal,80,train,0.35,0.4769696007084729,41000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,41000,23
BC,suboptimal,80,test_0,0.125,0.3307189138830738,41000,23
BC,suboptimal,80,train,0.375,0.4841229182759271,42000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,42000,23
BC,suboptimal,80,test_0,0.075,0.2633913438213184,42000,23
BC,suboptimal,80,train,0.375,0.4841229182759271,43000,23
BC,suboptimal,80,test_100,0.2,0.4,43000,23
BC,suboptimal,80,test_0,0.125,0.3307189138830738,43000,23
BC,suboptimal,80,train,0.375,0.4841229182759271,44000,23
BC,suboptimal,80,test_100,0.25,0.4330127018922193,44000,23
BC,suboptimal,80,test_0,0.1,0.3,44000,23
BC,suboptimal,80,train,0.35,0.4769696007084728,45000,23
BC,suboptimal,80,test_100,0.2,0.4000000000000001,45000,23
BC,suboptimal,80,test_0,0.1,0.3,45000,23
BC,suboptimal,80,train,0.275,0.4465142774872938,46000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,46000,23
BC,suboptimal,80,test_0,0.1,0.3,46000,23
BC,suboptimal,80,train,0.35,0.4769696007084728,47000,23
BC,suboptimal,80,test_100,0.2,0.4,47000,23
BC,suboptimal,80,test_0,0.125,0.3307189138830738,47000,23
BC,suboptimal,80,train,0.3,0.4582575694955839,48000,23
BC,suboptimal,80,test_100,0.175,0.3799671038392666,48000,23
BC,suboptimal,80,test_0,0.1,0.3,48000,23
BC,suboptimal,80,train,0.375,0.4841229182759271,49000,23
BC,suboptimal,80,test_100,0.225,0.4175823272122516,49000,23
BC,suboptimal,80,test_0,0.1,0.3,49000,23
BC,suboptimal,80,train,0.4,0.4898979485566356,50000,23
BC,suboptimal,80,test_100,0.25,0.4330127018922193,50000,23
BC,suboptimal,80,test_0,0.1,0.3,50000,23
