Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,suboptimal,80,train,0.0,0.0,0,24
BC,suboptimal,80,test_100,0.0,0.0,0,24
BC,suboptimal,80,test_0,0.0,0.0,0,24
BC,suboptimal,80,train,0.3,0.4582575694955839,1000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,1000,24
BC,suboptimal,80,test_0,0.075,0.2633913438213184,1000,24
BC,suboptimal,80,train,0.3,0.4582575694955839,2000,24
BC,suboptimal,80,test_100,0.2,0.4,2000,24
BC,suboptimal,80,test_0,0.1,0.3,2000,24
BC,suboptimal,80,train,0.425,0.4943429983321297,3000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,3000,24
BC,suboptimal,80,test_0,0.1,0.3,3000,24
BC,suboptimal,80,train,0.325,0.4683748498798799,4000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,4000,24
BC,suboptimal,80,test_0,0.15,0.3570714214271425,4000,24
BC,suboptimal,80,train,0.35,0.4769696007084729,5000,24
BC,suboptimal,80,test_100,0.15,0.3570714214271425,5000,24
BC,suboptimal,80,test_0,0.15,0.3570714214271425,5000,24
BC,suboptimal,80,train,0.375,0.4841229182759271,6000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,6000,24
BC,suboptimal,80,test_0,0.15,0.3570714214271425,6000,24
BC,suboptimal,80,train,0.375,0.4841229182759271,7000,24
BC,suboptimal,80,test_100,0.2,0.4000000000000001,7000,24
BC,suboptimal,80,test_0,0.2,0.4000000000000001,7000,24
BC,suboptimal,80,train,0.425,0.4943429983321297,8000,24
BC,suboptimal,80,test_100,0.125,0.3307189138830738,8000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,8000,24
BC,suboptimal,80,train,0.425,0.4943429983321297,9000,24
BC,suboptimal,80,test_100,0.2,0.4000000000000001,9000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,9000,24
BC,suboptimal,80,train,0.35,0.4769696007084729,10000,24
BC,suboptimal,80,test_100,0.225,0.4175823272122517,10000,24
BC,suboptimal,80,test_0,0.15,0.3570714214271425,10000,24
BC,suboptimal,80,train,0.4,0.4898979485566356,11000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,11000,24
BC,suboptimal,80,test_0,0.15,0.3570714214271425,11000,24
BC,suboptimal,80,train,0.4,0.4898979485566356,12000,24
BC,suboptimal,80,test_100,0.25,0.4330127018922193,12000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,12000,24
BC,suboptimal,80,train,0.375,0.4841229182759271,13000,24
BC,suboptimal,80,test_100,0.15,0.3570714214271425,13000,24
BC,suboptimal,80,test_0,0.1,0.3,13000,24
BC,suboptimal,80,train,0.275,0.4465142774872938,14000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,14000,24
BC,suboptimal,80,test_0,0.1,0.3,14000,24
BC,suboptimal,80,train,0.35,0.4769696007084728,15000,24
BC,suboptimal,80,test_100,0.15,0.3570714214271425,15000,24
BC,suboptimal,80,test_0,0.075,0.2633913438213184,15000,24
BC,suboptimal,80,train,0.45,0.49749371855331,16000,24
BC,suboptimal,80,test_100,0.2,0.4,16000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,16000,24
BC,suboptimal,80,train,0.3,0.4582575694955839,17000,24
BC,suboptimal,80,test_100,0.2,0.4000000000000001,17000,24
BC,suboptimal,80,test_0,0.1,0.3,17000,24
BC,suboptimal,80,train,0.325,0.4683748498798799,18000,24
BC,suboptimal,80,test_100,0.15,0.3570714214271425,18000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,18000,24
BC,suboptimal,80,train,0.325,0.4683748498798799,19000,24
BC,suboptimal,80,test_100,0.2,0.4,19000,24
BC,suboptimal,80,test_0,0.1,0.3,19000,24
BC,suboptimal,80,train,0.425,0.4943429983321297,20000,24
BC,suboptimal,80,test_100,0.2,0.4000000000000001,20000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,20000,24
BC,suboptimal,80,train,0.4,0.4898979485566356,21000,24
BC,suboptimal,80,test_100,0.225,0.4175823272122516,21000,24
BC,suboptimal,80,test_0,0.1,0.3,21000,24
BC,suboptimal,80,train,0.35,0.4769696007084728,22000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,22000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,22000,24
BC,suboptimal,80,train,0.325,0.4683748498798799,23000,24
BC,suboptimal,80,test_100,0.2,0.4,23000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,23000,24
BC,suboptimal,80,train,0.4,0.4898979485566356,24000,24
BC,suboptimal,80,test_100,0.225,0.4175823272122516,24000,24
BC,suboptimal,80,test_0,0.1,0.3,24000,24
BC,suboptimal,80,train,0.4,0.4898979485566356,25000,24
BC,suboptimal,80,test_100,0.15,0.3570714214271425,25000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,25000,24
BC,suboptimal,80,train,0.325,0.4683748498798799,26000,24
BC,suboptimal,80,test_100,0.2,0.4,26000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,26000,24
BC,suboptimal,80,train,0.425,0.4943429983321297,27000,24
BC,suboptimal,80,test_100,0.2,0.4,27000,24
BC,suboptimal,80,test_0,0.1,0.3,27000,24
BC,suboptimal,80,train,0.375,0.4841229182759271,28000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,28000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,28000,24
BC,suboptimal,80,train,0.45,0.49749371855331,29000,24
BC,suboptimal,80,test_100,0.15,0.3570714214271425,29000,24
BC,suboptimal,80,test_0,0.1,0.3,29000,24
BC,suboptimal,80,train,0.35,0.4769696007084729,30000,24
BC,suboptimal,80,test_100,0.175,0.3799671038392666,30000,24
BC,suboptimal,80,test_0,0.125,0.3307189138830738,30000,24
