1,1000,0.008078240156173706
2,2000,0.008255215644836425
3,3000,0.007915034770965576
4,4000,0.007619550704956055
5,5000,0.00765914511680603
6,6000,0.007733369350433349
7,7000,0.007627570152282715
8,8000,0.007659347534179688
9,9000,0.007613606452941894
10,10000,0.00761220645904541
11,11000,0.007583583354949951
12,12000,0.007551618099212646
13,13000,0.007591304779052735
14,14000,0.007707067012786865
15,15000,0.007638321876525879
16,16000,0.007588917732238769
17,17000,0.0075618095397949215
18,18000,0.007514956712722778
19,19000,0.007523409366607666
20,20000,0.007506248712539673
21,21000,0.0075335662364959715
22,22000,0.007478489398956299
23,23000,0.007449489116668701
24,24000,0.007581444978713989
25,25000,0.0074817221164703365
26,26000,0.007510891914367676
27,27000,0.007412420272827148
28,28000,0.007455679178237915
29,29000,0.007433440208435059
30,30000,0.007554383993148804
31,31000,0.007546539545059204
32,32000,0.007479674577713012
33,33000,0.007300447702407837
34,34000,0.007257680177688599
35,35000,0.007415591478347778
36,36000,0.007281622171401977
37,37000,0.007237674713134766
38,38000,0.007307998180389404
39,39000,0.007272290229797363
40,40000,0.007335061073303222
41,41000,0.007313410758972168
42,42000,0.0073712472915649415
43,43000,0.007355460166931152
44,44000,0.007321273803710938
45,45000,0.007336552143096924
46,46000,0.007304173469543457
47,47000,0.007305962085723877
48,48000,0.007289494752883911
49,49000,0.007342032909393311
50,50000,0.007363947868347168
