Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,mixed,80,train,0.725,0.4465142774872938,18000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,18000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,18000,24
BC,mixed,80,train,0.75,0.4330127018922193,19000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,19000,24
BC,mixed,80,test_0,0.325,0.4683748498798799,19000,24
BC,mixed,80,train,0.625,0.4841229182759271,20000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,20000,24
BC,mixed,80,test_0,0.35,0.4769696007084729,20000,24
BC,mixed,80,train,0.725,0.4465142774872938,21000,24
BC,mixed,80,test_100,0.4,0.4898979485566356,21000,24
BC,mixed,80,test_0,0.325,0.4683748498798799,21000,24
BC,mixed,80,train,0.6,0.4898979485566356,22000,24
BC,mixed,80,test_100,0.35,0.4769696007084728,22000,24
BC,mixed,80,test_0,0.225,0.4175823272122516,22000,24
BC,mixed,80,train,0.75,0.4330127018922193,23000,24
BC,mixed,80,test_100,0.425,0.4943429983321297,23000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,23000,24
BC,mixed,80,train,0.625,0.4841229182759271,24000,24
BC,mixed,80,test_100,0.425,0.4943429983321297,24000,24
BC,mixed,80,test_0,0.325,0.4683748498798799,24000,24
BC,mixed,80,train,0.65,0.4769696007084729,25000,24
BC,mixed,80,test_100,0.5,0.5,25000,24
BC,mixed,80,test_0,0.3,0.4582575694955839,25000,24
BC,mixed,80,train,0.65,0.4769696007084729,26000,24
BC,mixed,80,test_100,0.475,0.4993746088859545,26000,24
BC,mixed,80,test_0,0.25,0.4330127018922193,26000,24
BC,mixed,80,train,0.675,0.4683748498798798,27000,24
BC,mixed,80,test_100,0.4,0.4898979485566356,27000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,27000,24
BC,mixed,80,train,0.675,0.4683748498798798,28000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,28000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,28000,24
BC,mixed,80,train,0.775,0.4175823272122516,29000,24
BC,mixed,80,test_100,0.35,0.4769696007084729,29000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,29000,24
BC,mixed,80,train,0.675,0.4683748498798798,30000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,30000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,30000,24
BC,mixed,80,train,0.7,0.458257569495584,31000,24
BC,mixed,80,test_100,0.45,0.49749371855331,31000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,31000,24
BC,mixed,80,train,0.7,0.458257569495584,32000,24
BC,mixed,80,test_100,0.425,0.4943429983321297,32000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,32000,24
BC,mixed,80,train,0.725,0.4465142774872938,33000,24
BC,mixed,80,test_100,0.45,0.49749371855331,33000,24
BC,mixed,80,test_0,0.325,0.4683748498798799,33000,24
BC,mixed,80,train,0.825,0.3799671038392666,34000,24
BC,mixed,80,test_100,0.5,0.5,34000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,34000,24
BC,mixed,80,train,0.675,0.4683748498798798,35000,24
BC,mixed,80,test_100,0.325,0.4683748498798799,35000,24
BC,mixed,80,test_0,0.25,0.4330127018922193,35000,24
BC,mixed,80,train,0.75,0.4330127018922193,36000,24
BC,mixed,80,test_100,0.425,0.4943429983321297,36000,24
BC,mixed,80,test_0,0.325,0.4683748498798799,36000,24
BC,mixed,80,train,0.7,0.458257569495584,37000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,37000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,37000,24
BC,mixed,80,train,0.55,0.4974937185533099,38000,24
BC,mixed,80,test_100,0.425,0.4943429983321297,38000,24
BC,mixed,80,test_0,0.25,0.4330127018922193,38000,24
BC,mixed,80,train,0.75,0.4330127018922193,39000,24
BC,mixed,80,test_100,0.45,0.49749371855331,39000,24
BC,mixed,80,test_0,0.3,0.4582575694955839,39000,24
BC,mixed,80,train,0.675,0.4683748498798798,40000,24
BC,mixed,80,test_100,0.4,0.4898979485566356,40000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,40000,24
BC,mixed,80,train,0.7,0.458257569495584,41000,24
BC,mixed,80,test_100,0.3,0.4582575694955839,41000,24
BC,mixed,80,test_0,0.3,0.4582575694955839,41000,24
BC,mixed,80,train,0.725,0.4465142774872938,42000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,42000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,42000,24
BC,mixed,80,train,0.725,0.4465142774872938,43000,24
BC,mixed,80,test_100,0.425,0.4943429983321297,43000,24
BC,mixed,80,test_0,0.375,0.4841229182759271,43000,24
BC,mixed,80,train,0.675,0.4683748498798798,44000,24
BC,mixed,80,test_100,0.4,0.4898979485566356,44000,24
BC,mixed,80,test_0,0.25,0.4330127018922193,44000,24
BC,mixed,80,train,0.675,0.4683748498798798,45000,24
BC,mixed,80,test_100,0.45,0.49749371855331,45000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,45000,24
BC,mixed,80,train,0.65,0.4769696007084728,46000,24
BC,mixed,80,test_100,0.375,0.4841229182759271,46000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,46000,24
BC,mixed,80,train,0.725,0.4465142774872938,47000,24
BC,mixed,80,test_100,0.35,0.4769696007084729,47000,24
BC,mixed,80,test_0,0.3,0.4582575694955839,47000,24
BC,mixed,80,train,0.7,0.458257569495584,48000,24
BC,mixed,80,test_100,0.35,0.4769696007084728,48000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,48000,24
BC,mixed,80,train,0.675,0.4683748498798798,49000,24
BC,mixed,80,test_100,0.45,0.49749371855331,49000,24
BC,mixed,80,test_0,0.275,0.4465142774872938,49000,24
BC,mixed,80,train,0.775,0.4175823272122516,50000,24
BC,mixed,80,test_100,0.45,0.49749371855331,50000,24
BC,mixed,80,test_0,0.3,0.4582575694955839,50000,24
